carpark_number,update_datetime,timestamp,total_lots,lots_available
J70,2019-02-01T00:26:50,2019-02-01T00:29:27+08:00,151,0
J85M,2019-02-01T00:26:42,2019-02-01T00:29:27+08:00,217,89
J72,2019-02-01T00:27:41,2019-02-01T00:29:27+08:00,255,34
J69,2019-02-01T00:28:06,2019-02-01T00:29:27+08:00,222,86
JM31,2019-02-01T00:26:47,2019-02-01T00:29:27+08:00,180,41
J62M,2019-02-01T00:27:42,2019-02-01T00:29:27+08:00,222,95
J63,2019-02-01T00:27:41,2019-02-01T00:29:27+08:00,153,61
J83M,2019-02-01T00:26:52,2019-02-01T00:29:27+08:00,163,73
J67,2019-02-01T00:28:05,2019-02-01T00:29:27+08:00,156,0
JM2,2019-02-01T00:29:03,2019-02-01T00:29:27+08:00,300,0
J70,2019-02-01T01:28:20,2019-02-01T01:29:28+08:00,151,0
J85M,2019-02-01T01:28:12,2019-02-01T01:29:28+08:00,217,84
J72,2019-02-01T01:28:43,2019-02-01T01:29:28+08:00,255,25
J69,2019-02-01T01:28:41,2019-02-01T01:29:28+08:00,222,222
JM31,2019-02-01T01:28:18,2019-02-01T01:29:28+08:00,180,37
J62M,2019-02-01T01:28:43,2019-02-01T01:29:28+08:00,222,96
J63,2019-02-01T01:28:42,2019-02-01T01:29:28+08:00,153,58
J83M,2019-02-01T01:28:22,2019-02-01T01:29:28+08:00,163,70
J67,2019-02-01T01:28:06,2019-02-01T01:29:28+08:00,156,0
JM2,2019-02-01T01:28:34,2019-02-01T01:29:28+08:00,300,0
J70,2019-02-01T02:26:51,2019-02-01T02:29:27+08:00,151,0
J85M,2019-02-01T02:26:43,2019-02-01T02:29:27+08:00,217,84
J72,2019-02-01T02:27:45,2019-02-01T02:29:27+08:00,255,22
J69,2019-02-01T02:27:43,2019-02-01T02:29:27+08:00,222,222
JM31,2019-02-01T02:26:48,2019-02-01T02:29:27+08:00,180,38
J62M,2019-02-01T02:27:44,2019-02-01T02:29:27+08:00,222,95
J63,2019-02-01T02:27:43,2019-02-01T02:29:27+08:00,153,57
J83M,2019-02-01T02:26:53,2019-02-01T02:29:27+08:00,163,70
J67,2019-02-01T02:27:07,2019-02-01T02:29:27+08:00,156,0
JM2,2019-02-01T02:28:35,2019-02-01T02:29:27+08:00,300,0
J70,2019-02-01T03:28:13,2019-02-01T03:29:28+08:00,151,0
J85M,2019-02-01T03:28:01,2019-02-01T03:29:28+08:00,217,87
J72,2019-02-01T03:28:32,2019-02-01T03:29:28+08:00,255,24
J69,2019-02-01T03:28:15,2019-02-01T03:29:28+08:00,222,222
JM31,2019-02-01T03:28:15,2019-02-01T03:29:28+08:00,180,35
J62M,2019-02-01T03:28:24,2019-02-01T03:29:28+08:00,222,95
J63,2019-02-01T03:28:23,2019-02-01T03:29:28+08:00,153,53
J83M,2019-02-01T03:28:10,2019-02-01T03:29:28+08:00,163,68
J67,2019-02-01T03:27:43,2019-02-01T03:29:28+08:00,156,3
JM2,2019-02-01T03:28:36,2019-02-01T03:29:28+08:00,300,0
J70,2019-02-01T04:26:44,2019-02-01T04:29:28+08:00,151,0
J85M,2019-02-01T04:26:32,2019-02-01T04:29:28+08:00,217,217
J72,2019-02-01T04:27:04,2019-02-01T04:29:28+08:00,255,28
J69,2019-02-01T04:27:16,2019-02-01T04:29:28+08:00,222,222
JM31,2019-02-01T04:26:45,2019-02-01T04:29:28+08:00,180,36
J62M,2019-02-01T04:27:24,2019-02-01T04:29:28+08:00,222,94
J63,2019-02-01T04:27:24,2019-02-01T04:29:28+08:00,153,52
J83M,2019-02-01T04:26:41,2019-02-01T04:29:28+08:00,163,162
J67,2019-02-01T04:26:43,2019-02-01T04:29:28+08:00,156,0
JM2,2019-02-01T04:28:07,2019-02-01T04:29:28+08:00,300,0
J70,2019-02-01T05:28:14,2019-02-01T05:29:28+08:00,151,0
J85M,2019-02-01T05:28:02,2019-02-01T05:29:28+08:00,217,217
J72,2019-02-01T05:28:06,2019-02-01T05:29:28+08:00,255,37
J69,2019-02-01T05:27:48,2019-02-01T05:29:28+08:00,222,222
JM31,2019-02-01T05:28:16,2019-02-01T05:29:28+08:00,180,37
J62M,2019-02-01T05:27:25,2019-02-01T05:29:28+08:00,222,95
J63,2019-02-01T05:27:25,2019-02-01T05:29:28+08:00,153,53
J83M,2019-02-01T05:28:11,2019-02-01T05:29:28+08:00,163,163
J67,2019-02-01T05:27:44,2019-02-01T05:29:28+08:00,156,0
JM2,2019-02-01T05:29:11,2019-02-01T05:29:28+08:00,300,0
J70,2019-02-01T06:28:15,2019-02-01T06:29:27+08:00,151,0
J85M,2019-02-01T06:28:03,2019-02-01T06:29:27+08:00,217,217
J72,2019-02-01T06:29:08,2019-02-01T06:29:27+08:00,255,55
J69,2019-02-01T06:28:50,2019-02-01T06:29:27+08:00,222,222
JM31,2019-02-01T06:28:16,2019-02-01T06:29:27+08:00,180,36
J62M,2019-02-01T06:28:26,2019-02-01T06:29:27+08:00,222,99
J63,2019-02-01T06:28:25,2019-02-01T06:29:27+08:00,153,61
J83M,2019-02-01T06:28:12,2019-02-01T06:29:27+08:00,163,163
J67,2019-02-01T06:28:45,2019-02-01T06:29:27+08:00,156,0
JM2,2019-02-01T06:28:42,2019-02-01T06:29:27+08:00,300,0
J70,2019-02-01T07:26:45,2019-02-01T07:29:28+08:00,151,28
J85M,2019-02-01T07:26:33,2019-02-01T07:29:28+08:00,217,215
J72,2019-02-01T07:27:39,2019-02-01T07:29:28+08:00,255,110
J69,2019-02-01T07:27:51,2019-02-01T07:29:28+08:00,222,222
JM31,2019-02-01T07:26:46,2019-02-01T07:29:28+08:00,180,46
J62M,2019-02-01T07:27:27,2019-02-01T07:29:28+08:00,222,107
J63,2019-02-01T07:27:26,2019-02-01T07:29:28+08:00,153,100
J83M,2019-02-01T07:26:42,2019-02-01T07:29:28+08:00,163,163
J67,2019-02-01T07:27:46,2019-02-01T07:29:28+08:00,156,0
JM2,2019-02-01T07:28:44,2019-02-01T07:29:28+08:00,300,0
J70,2019-02-01T08:28:16,2019-02-01T08:29:27+08:00,151,52
J85M,2019-02-01T08:28:04,2019-02-01T08:29:27+08:00,217,217
J72,2019-02-01T08:28:41,2019-02-01T08:29:27+08:00,255,156
J69,2019-02-01T08:28:23,2019-02-01T08:29:27+08:00,222,222
JM31,2019-02-01T08:28:17,2019-02-01T08:29:27+08:00,180,59
J62M,2019-02-01T08:28:28,2019-02-01T08:29:27+08:00,222,116
J63,2019-02-01T08:28:27,2019-02-01T08:29:27+08:00,153,121
J83M,2019-02-01T08:28:13,2019-02-01T08:29:27+08:00,163,163
J67,2019-02-01T08:28:47,2019-02-01T08:29:27+08:00,156,0
JM2,2019-02-01T08:28:45,2019-02-01T08:29:27+08:00,300,0
J70,2019-02-01T09:26:47,2019-02-01T09:29:29+08:00,151,63
J85M,2019-02-01T09:26:34,2019-02-01T09:29:29+08:00,217,216
J72,2019-02-01T09:27:13,2019-02-01T09:29:29+08:00,255,181
J69,2019-02-01T09:27:24,2019-02-01T09:29:29+08:00,222,222
JM31,2019-02-01T09:26:47,2019-02-01T09:29:29+08:00,180,73
J62M,2019-02-01T09:27:28,2019-02-01T09:29:29+08:00,222,118
J63,2019-02-01T09:27:28,2019-02-01T09:29:29+08:00,153,132
J83M,2019-02-01T09:26:43,2019-02-01T09:29:29+08:00,163,163
J67,2019-02-01T09:26:48,2019-02-01T09:29:29+08:00,156,0
JM2,2019-02-01T09:28:16,2019-02-01T09:29:29+08:00,300,0
J70,2019-02-01T10:28:17,2019-02-01T10:29:29+08:00,151,67
J85M,2019-02-01T10:28:05,2019-02-01T10:29:29+08:00,217,217
J72,2019-02-01T10:28:15,2019-02-01T10:29:29+08:00,255,188
J69,2019-02-01T10:28:26,2019-02-01T10:29:29+08:00,222,222
JM31,2019-02-01T10:28:18,2019-02-01T10:29:29+08:00,180,61
J62M,2019-02-01T10:27:29,2019-02-01T10:29:29+08:00,222,121
J63,2019-02-01T10:27:29,2019-02-01T10:29:29+08:00,153,135
J83M,2019-02-01T10:28:14,2019-02-01T10:29:29+08:00,163,162
J67,2019-02-01T10:27:49,2019-02-01T10:29:29+08:00,156,0
JM2,2019-02-01T10:28:16,2019-02-01T10:29:29+08:00,300,0
J70,2019-02-01T11:28:18,2019-02-01T11:29:27+08:00,151,66
J85M,2019-02-01T11:28:05,2019-02-01T11:29:27+08:00,217,217
J72,2019-02-01T11:29:17,2019-02-01T11:29:27+08:00,255,195
J69,2019-02-01T11:28:58,2019-02-01T11:29:27+08:00,222,222
JM31,2019-02-01T11:28:18,2019-02-01T11:29:27+08:00,180,49
J62M,2019-02-01T11:28:30,2019-02-01T11:29:27+08:00,222,123
J63,2019-02-01T11:28:29,2019-02-01T11:29:27+08:00,153,137
J83M,2019-02-01T11:28:14,2019-02-01T11:29:27+08:00,163,157
J67,2019-02-01T11:28:50,2019-02-01T11:29:27+08:00,156,0
JM2,2019-02-01T11:29:17,2019-02-01T11:29:27+08:00,300,0
J70,2019-02-01T12:26:48,2019-02-01T12:29:28+08:00,151,72
J85M,2019-02-01T12:26:36,2019-02-01T12:29:28+08:00,217,213
J72,2019-02-01T12:27:48,2019-02-01T12:29:28+08:00,255,198
J69,2019-02-01T12:27:59,2019-02-01T12:29:28+08:00,222,222
JM31,2019-02-01T12:26:48,2019-02-01T12:29:28+08:00,180,0
J62M,2019-02-01T12:27:31,2019-02-01T12:29:28+08:00,222,124
J63,2019-02-01T12:27:30,2019-02-01T12:29:28+08:00,153,130
J83M,2019-02-01T12:26:45,2019-02-01T12:29:28+08:00,163,156
J67,2019-02-01T12:27:51,2019-02-01T12:29:28+08:00,156,0
JM2,2019-02-01T12:28:48,2019-02-01T12:29:28+08:00,300,0
J70,2019-02-01T13:28:19,2019-02-01T13:29:28+08:00,151,73
J85M,2019-02-01T13:28:06,2019-02-01T13:29:28+08:00,217,215
J72,2019-02-01T13:28:50,2019-02-01T13:29:28+08:00,255,187
J69,2019-02-01T13:28:52,2019-02-01T13:29:28+08:00,222,214
JM31,2019-02-01T13:28:19,2019-02-01T13:29:28+08:00,180,24
J62M,2019-02-01T13:28:32,2019-02-01T13:29:28+08:00,222,125
J63,2019-02-01T13:28:31,2019-02-01T13:29:28+08:00,153,141
J83M,2019-02-01T13:28:15,2019-02-01T13:29:28+08:00,163,162
J67,2019-02-01T13:28:51,2019-02-01T13:29:28+08:00,156,1
JM2,2019-02-01T13:28:49,2019-02-01T13:29:28+08:00,300,0
J70,2019-02-01T14:26:50,2019-02-01T14:29:28+08:00,151,57
J85M,2019-02-01T14:26:37,2019-02-01T14:29:28+08:00,217,215
J72,2019-02-01T14:27:22,2019-02-01T14:29:28+08:00,255,162
J69,2019-02-01T14:27:33,2019-02-01T14:29:28+08:00,222,222
JM31,2019-02-01T14:26:49,2019-02-01T14:29:28+08:00,180,62
J62M,2019-02-01T14:27:32,2019-02-01T14:29:28+08:00,222,122
J63,2019-02-01T14:27:32,2019-02-01T14:29:28+08:00,153,143
J83M,2019-02-01T14:26:45,2019-02-01T14:29:28+08:00,163,157
J67,2019-02-01T14:26:52,2019-02-01T14:29:28+08:00,156,0
JM2,2019-02-01T14:28:20,2019-02-01T14:29:28+08:00,300,0
J70,2019-02-01T15:28:20,2019-02-01T15:29:28+08:00,151,63
J85M,2019-02-01T15:28:07,2019-02-01T15:29:28+08:00,217,214
J72,2019-02-01T15:28:24,2019-02-01T15:29:28+08:00,255,175
J69,2019-02-01T15:28:34,2019-02-01T15:29:28+08:00,222,222
JM31,2019-02-01T15:28:20,2019-02-01T15:29:28+08:00,180,59
J62M,2019-02-01T15:28:33,2019-02-01T15:29:28+08:00,222,123
J63,2019-02-01T15:28:33,2019-02-01T15:29:28+08:00,153,142
J83M,2019-02-01T15:28:16,2019-02-01T15:29:28+08:00,163,153
J67,2019-02-01T15:27:53,2019-02-01T15:29:28+08:00,156,6
JM2,2019-02-01T15:28:21,2019-02-01T15:29:28+08:00,300,0
J70,2019-02-01T16:26:51,2019-02-01T16:29:28+08:00,151,60
J85M,2019-02-01T16:26:38,2019-02-01T16:29:28+08:00,217,204
J72,2019-02-01T16:26:56,2019-02-01T16:29:28+08:00,255,152
J69,2019-02-01T16:27:06,2019-02-01T16:29:28+08:00,222,222
JM31,2019-02-01T16:26:50,2019-02-01T16:29:28+08:00,180,60
J62M,2019-02-01T16:26:34,2019-02-01T16:29:28+08:00,222,123
J63,2019-02-01T16:26:33,2019-02-01T16:29:28+08:00,153,140
J83M,2019-02-01T16:26:46,2019-02-01T16:29:28+08:00,163,156
J67,2019-02-01T16:26:54,2019-02-01T16:29:28+08:00,156,0
JM2,2019-02-01T16:28:22,2019-02-01T16:29:28+08:00,300,0
J70,2019-02-01T17:26:51,2019-02-01T17:29:28+08:00,151,48
J85M,2019-02-01T17:28:08,2019-02-01T17:29:28+08:00,217,201
J72,2019-02-01T17:27:57,2019-02-01T17:29:28+08:00,255,143
J69,2019-02-01T17:28:08,2019-02-01T17:29:28+08:00,222,222
JM31,2019-02-01T17:26:50,2019-02-01T17:29:28+08:00,180,51
J62M,2019-02-01T17:27:35,2019-02-01T17:29:28+08:00,222,122
J63,2019-02-01T17:27:34,2019-02-01T17:29:28+08:00,153,126
J83M,2019-02-01T17:26:47,2019-02-01T17:29:28+08:00,163,152
J67,2019-02-01T17:27:55,2019-02-01T17:29:28+08:00,156,0
JM2,2019-02-01T17:28:53,2019-02-01T17:29:28+08:00,300,0
J70,2019-02-01T18:28:22,2019-02-01T18:29:28+08:00,151,25
J85M,2019-02-01T18:28:09,2019-02-01T18:29:28+08:00,217,182
J72,2019-02-01T18:28:59,2019-02-01T18:29:28+08:00,255,119
J69,2019-02-01T18:28:57,2019-02-01T18:29:28+08:00,222,171
JM31,2019-02-01T18:28:21,2019-02-01T18:29:28+08:00,180,37
J62M,2019-02-01T18:28:35,2019-02-01T18:29:28+08:00,222,117
J63,2019-02-01T18:28:35,2019-02-01T18:29:28+08:00,153,123
J83M,2019-02-01T18:28:17,2019-02-01T18:29:28+08:00,163,142
J67,2019-02-01T18:28:56,2019-02-01T18:29:28+08:00,156,0
JM2,2019-02-01T18:28:54,2019-02-01T18:29:28+08:00,300,0
J70,2019-02-01T19:26:52,2019-02-01T19:29:28+08:00,151,4
J85M,2019-02-01T19:26:39,2019-02-01T19:29:28+08:00,217,165
J72,2019-02-01T19:27:31,2019-02-01T19:29:28+08:00,255,111
J69,2019-02-01T19:27:41,2019-02-01T19:29:28+08:00,222,222
JM31,2019-02-01T19:26:51,2019-02-01T19:29:28+08:00,180,23
J62M,2019-02-01T19:27:36,2019-02-01T19:29:28+08:00,222,113
J63,2019-02-01T19:27:36,2019-02-01T19:29:28+08:00,153,105
J83M,2019-02-01T19:26:48,2019-02-01T19:29:28+08:00,163,134
J67,2019-02-01T19:26:57,2019-02-01T19:29:28+08:00,156,73
JM2,2019-02-01T19:28:55,2019-02-01T19:29:28+08:00,300,0
J70,2019-02-01T20:28:23,2019-02-01T20:29:28+08:00,151,13
J85M,2019-02-01T20:28:10,2019-02-01T20:29:28+08:00,217,152
J72,2019-02-01T20:28:33,2019-02-01T20:29:28+08:00,255,93
J69,2019-02-01T20:28:43,2019-02-01T20:29:28+08:00,222,222
JM31,2019-02-01T20:28:22,2019-02-01T20:29:28+08:00,180,22
J62M,2019-02-01T20:28:37,2019-02-01T20:29:28+08:00,222,115
J63,2019-02-01T20:28:37,2019-02-01T20:29:28+08:00,153,97
J83M,2019-02-01T20:28:18,2019-02-01T20:29:28+08:00,163,121
J67,2019-02-01T20:27:58,2019-02-01T20:29:28+08:00,156,86
JM2,2019-02-01T20:28:29,2019-02-01T20:29:28+08:00,300,0
J70,2019-02-01T21:26:53,2019-02-01T21:29:28+08:00,151,7
J85M,2019-02-01T21:26:40,2019-02-01T21:29:28+08:00,217,137
J72,2019-02-01T21:27:05,2019-02-01T21:29:28+08:00,255,74
J69,2019-02-01T21:27:14,2019-02-01T21:29:28+08:00,222,222
JM31,2019-02-01T21:26:52,2019-02-01T21:29:28+08:00,180,40
J62M,2019-02-01T21:26:38,2019-02-01T21:29:28+08:00,222,114
J63,2019-02-01T21:26:37,2019-02-01T21:29:28+08:00,153,90
J83M,2019-02-01T21:26:49,2019-02-01T21:29:28+08:00,163,118
J67,2019-02-01T21:26:59,2019-02-01T21:29:28+08:00,156,92
JM2,2019-02-01T21:28:27,2019-02-01T21:29:28+08:00,300,0
J70,2019-02-01T22:26:54,2019-02-01T22:29:28+08:00,151,13
J85M,2019-02-01T22:28:11,2019-02-01T22:29:28+08:00,217,120
J72,2019-02-01T22:28:07,2019-02-01T22:29:28+08:00,255,67
J69,2019-02-01T22:28:16,2019-02-01T22:29:28+08:00,222,222
JM31,2019-02-01T22:28:23,2019-02-01T22:29:28+08:00,180,49
J62M,2019-02-01T22:27:39,2019-02-01T22:29:28+08:00,222,110
J63,2019-02-01T22:27:38,2019-02-01T22:29:28+08:00,153,76
J83M,2019-02-01T22:28:19,2019-02-01T22:29:28+08:00,163,105
J67,2019-02-01T22:27:59,2019-02-01T22:29:28+08:00,156,90
JM2,2019-02-01T22:27:58,2019-02-01T22:29:28+08:00,300,0
J70,2019-02-01T23:28:25,2019-02-01T23:29:28+08:00,151,0
J85M,2019-02-01T23:28:12,2019-02-01T23:29:28+08:00,217,105
J72,2019-02-01T23:29:08,2019-02-01T23:29:28+08:00,255,48
J69,2019-02-01T23:29:01,2019-02-01T23:29:28+08:00,222,103
JM31,2019-02-01T23:28:23,2019-02-01T23:29:28+08:00,180,59
J62M,2019-02-01T23:28:39,2019-02-01T23:29:28+08:00,222,106
J63,2019-02-01T23:28:39,2019-02-01T23:29:28+08:00,153,62
J83M,2019-02-01T23:28:32,2019-02-01T23:29:28+08:00,163,97
J67,2019-02-01T23:29:00,2019-02-01T23:29:28+08:00,156,92
JM2,2019-02-01T23:28:58,2019-02-01T23:29:28+08:00,300,0
J70,2019-02-02T00:26:55,2019-02-02T00:29:27+08:00,151,0
J85M,2019-02-02T00:26:42,2019-02-02T00:29:27+08:00,217,101
J72,2019-02-02T00:27:40,2019-02-02T00:29:27+08:00,255,40
J69,2019-02-02T00:28:02,2019-02-02T00:29:27+08:00,222,97
