carpark_number,update_datetime,timestamp,total_lots,lots_available
J70,2020-11-01T00:02:32,2020-11-01T00:29:26+08:00,147,15
J85M,2020-11-01T00:02:29,2020-11-01T00:29:26+08:00,269,97
J72,2020-11-01T00:02:22,2020-11-01T00:29:26+08:00,220,0
J69,2020-11-01T00:02:54,2020-11-01T00:29:26+08:00,222,23
JM31,2020-11-01T00:02:17,2020-11-01T00:29:26+08:00,188,114
J62M,2020-11-01T00:02:22,2020-11-01T00:29:26+08:00,200,137
J63,2020-11-01T00:02:23,2020-11-01T00:29:26+08:00,150,3
J83M,2020-11-01T00:02:41,2020-11-01T00:29:26+08:00,121,12
J67,2020-11-01T00:02:53,2020-11-01T00:29:26+08:00,156,53
JM2,2020-11-01T00:02:06,2020-11-01T00:29:26+08:00,300,0
J70,2020-11-01T01:02:34,2020-11-01T01:29:27+08:00,147,14
J85M,2020-11-01T01:02:31,2020-11-01T01:29:27+08:00,269,83
J72,2020-11-01T01:02:24,2020-11-01T01:29:27+08:00,220,0
J69,2020-11-01T01:02:55,2020-11-01T01:29:27+08:00,222,17
JM31,2020-11-01T01:02:49,2020-11-01T01:29:27+08:00,188,109
J62M,2020-11-01T01:02:24,2020-11-01T01:29:27+08:00,200,136
J63,2020-11-01T01:02:25,2020-11-01T01:29:27+08:00,150,0
J83M,2020-11-01T01:02:42,2020-11-01T01:29:27+08:00,121,2
J67,2020-11-01T01:03:54,2020-11-01T01:29:27+08:00,156,54
JM2,2020-11-01T01:03:06,2020-11-01T01:29:27+08:00,300,0
J70,2020-11-01T02:04:35,2020-11-01T02:29:27+08:00,147,10
J85M,2020-11-01T02:04:32,2020-11-01T02:29:27+08:00,269,85
J72,2020-11-01T02:04:26,2020-11-01T02:29:27+08:00,220,0
J69,2020-11-01T02:03:56,2020-11-01T02:29:27+08:00,222,14
JM31,2020-11-01T02:04:51,2020-11-01T02:29:27+08:00,188,109
J62M,2020-11-01T02:04:26,2020-11-01T02:29:27+08:00,200,137
J63,2020-11-01T02:04:26,2020-11-01T02:29:27+08:00,150,0
J83M,2020-11-01T02:04:44,2020-11-01T02:29:27+08:00,121,0
J67,2020-11-01T02:03:55,2020-11-01T02:29:27+08:00,156,54
JM2,2020-11-01T02:03:37,2020-11-01T02:29:27+08:00,300,0
J70,2020-11-01T03:04:52,2020-11-01T03:29:27+08:00,147,0
J85M,2020-11-01T03:04:55,2020-11-01T03:29:27+08:00,269,85
J72,2020-11-01T03:04:47,2020-11-01T03:29:27+08:00,220,0
J69,2020-11-01T03:04:33,2020-11-01T03:29:27+08:00,222,13
JM31,2020-11-01T03:04:37,2020-11-01T03:29:27+08:00,188,112
J62M,2020-11-01T03:04:52,2020-11-01T03:29:27+08:00,200,139
J63,2020-11-01T03:04:48,2020-11-01T03:29:27+08:00,150,0
J83M,2020-11-01T03:04:28,2020-11-01T03:29:27+08:00,121,1
J67,2020-11-01T03:04:32,2020-11-01T03:29:27+08:00,156,53
JM2,2020-11-01T03:03:37,2020-11-01T03:29:27+08:00,300,130
J70,2020-11-01T04:04:53,2020-11-01T04:29:27+08:00,147,14
J85M,2020-11-01T04:04:57,2020-11-01T04:29:27+08:00,269,82
J72,2020-11-01T04:04:49,2020-11-01T04:29:27+08:00,220,0
J69,2020-11-01T04:04:34,2020-11-01T04:29:27+08:00,222,9
JM31,2020-11-01T04:04:38,2020-11-01T04:29:27+08:00,188,113
J62M,2020-11-01T04:04:54,2020-11-01T04:29:27+08:00,200,136
J63,2020-11-01T04:04:49,2020-11-01T04:29:27+08:00,150,0
J83M,2020-11-01T04:04:59,2020-11-01T04:29:27+08:00,121,1
J67,2020-11-01T04:04:33,2020-11-01T04:29:27+08:00,156,57
JM2,2020-11-01T04:04:12,2020-11-01T04:29:27+08:00,300,132
J70,2020-11-01T05:06:55,2020-11-01T05:29:27+08:00,147,15
J85M,2020-11-01T05:06:59,2020-11-01T05:29:27+08:00,269,80
J72,2020-11-01T05:06:51,2020-11-01T05:29:27+08:00,220,5
J69,2020-11-01T05:06:35,2020-11-01T05:29:27+08:00,222,7
