carpark_number,update_datetime,timestamp,total_lots,lots_available
J70,2019-11-01T00:29:29,2019-11-01T00:29:27+08:00,147,13
J85M,2019-11-01T00:29:43,2019-11-01T00:29:27+08:00,269,28
J72,2019-11-01T00:28:48,2019-11-01T00:29:27+08:00,255,34
J69,2019-11-01T00:28:09,2019-11-01T00:29:27+08:00,222,24
JM31,2019-11-01T00:29:32,2019-11-01T00:29:27+08:00,188,0
J62M,2019-11-01T00:28:51,2019-11-01T00:29:27+08:00,222,71
J63,2019-11-01T00:28:51,2019-11-01T00:29:27+08:00,153,0
J83M,2019-11-01T00:29:55,2019-11-01T00:29:27+08:00,121,0
J67,2019-11-01T00:29:09,2019-11-01T00:29:27+08:00,156,78
JM2,2019-11-01T00:28:46,2019-11-01T00:29:27+08:00,300,0
J70,2019-11-01T01:29:31,2019-11-01T01:29:27+08:00,147,13
J85M,2019-11-01T01:29:45,2019-11-01T01:29:27+08:00,269,20
J72,2019-11-01T01:28:50,2019-11-01T01:29:27+08:00,255,34
J69,2019-11-01T01:28:10,2019-11-01T01:29:27+08:00,222,16
JM31,2019-11-01T01:29:34,2019-11-01T01:29:27+08:00,188,0
J62M,2019-11-01T01:28:52,2019-11-01T01:29:27+08:00,222,72
J63,2019-11-01T01:28:51,2019-11-01T01:29:27+08:00,153,0
J83M,2019-11-01T01:29:56,2019-11-01T01:29:27+08:00,121,0
J67,2019-11-01T01:28:10,2019-11-01T01:29:27+08:00,156,69
JM2,2019-11-01T01:28:46,2019-11-01T01:29:27+08:00,300,0
J70,2019-11-01T02:30:03,2019-11-01T02:29:27+08:00,147,17
J85M,2019-11-01T02:29:46,2019-11-01T02:29:27+08:00,269,17
J72,2019-11-01T02:28:22,2019-11-01T02:29:27+08:00,255,24
J69,2019-11-01T02:28:11,2019-11-01T02:29:27+08:00,222,17
JM31,2019-11-01T02:29:35,2019-11-01T02:29:27+08:00,188,0
J62M,2019-11-01T02:27:53,2019-11-01T02:29:27+08:00,222,72
J63,2019-11-01T02:27:52,2019-11-01T02:29:27+08:00,153,0
J83M,2019-11-01T02:29:58,2019-11-01T02:29:27+08:00,121,0
J67,2019-11-01T02:28:10,2019-11-01T02:29:27+08:00,156,69
JM2,2019-11-01T02:28:16,2019-11-01T02:29:27+08:00,300,0
J70,2019-11-01T03:30:04,2019-11-01T03:29:27+08:00,147,16
J85M,2019-11-01T03:29:50,2019-11-01T03:29:27+08:00,269,18
J72,2019-11-01T03:28:11,2019-11-01T03:29:27+08:00,255,25
J69,2019-11-01T03:27:47,2019-11-01T03:29:27+08:00,222,13
JM31,2019-11-01T03:29:45,2019-11-01T03:29:27+08:00,188,0
J62M,2019-11-01T03:28:37,2019-11-01T03:29:27+08:00,222,70
J63,2019-11-01T03:28:37,2019-11-01T03:29:27+08:00,153,0
J83M,2019-11-01T03:30:04,2019-11-01T03:29:27+08:00,121,0
J67,2019-11-01T03:27:47,2019-11-01T03:29:27+08:00,156,73
JM2,2019-11-01T03:28:16,2019-11-01T03:29:27+08:00,300,0
J70,2019-11-01T04:30:06,2019-11-01T04:29:27+08:00,147,16
J85M,2019-11-01T04:29:52,2019-11-01T04:29:27+08:00,269,18
J72,2019-11-01T04:29:13,2019-11-01T04:29:27+08:00,255,29
J69,2019-11-01T04:28:48,2019-11-01T04:29:27+08:00,222,13
JM31,2019-11-01T04:29:47,2019-11-01T04:29:27+08:00,188,0
J62M,2019-11-01T04:28:38,2019-11-01T04:29:27+08:00,222,69
J63,2019-11-01T04:28:37,2019-11-01T04:29:27+08:00,153,0
J83M,2019-11-01T04:30:05,2019-11-01T04:29:27+08:00,121,0
J67,2019-11-01T04:28:48,2019-11-01T04:29:27+08:00,156,62
JM2,2019-11-01T04:28:17,2019-11-01T04:29:27+08:00,300,0
J70,2019-11-01T05:30:08,2019-11-01T05:29:27+08:00,147,20
J85M,2019-11-01T05:29:54,2019-11-01T05:29:27+08:00,269,19
J72,2019-11-01T05:29:15,2019-11-01T05:29:27+08:00,255,35
J69,2019-11-01T05:28:49,2019-11-01T05:29:27+08:00,222,18
JM31,2019-11-01T05:29:49,2019-11-01T05:29:27+08:00,188,0
J62M,2019-11-01T05:28:39,2019-11-01T05:29:27+08:00,222,69
J63,2019-11-01T05:28:38,2019-11-01T05:29:27+08:00,153,0
J83M,2019-11-01T05:30:07,2019-11-01T05:29:27+08:00,121,0
J67,2019-11-01T05:28:48,2019-11-01T05:29:27+08:00,156,66
JM2,2019-11-01T05:28:46,2019-11-01T05:29:27+08:00,300,0
J70,2019-11-01T06:30:10,2019-11-01T06:29:27+08:00,147,35
J85M,2019-11-01T06:29:56,2019-11-01T06:29:27+08:00,269,34
J72,2019-11-01T06:28:46,2019-11-01T06:29:27+08:00,255,52
J69,2019-11-01T06:28:50,2019-11-01T06:29:27+08:00,222,41
JM31,2019-11-01T06:29:50,2019-11-01T06:29:27+08:00,188,0
J62M,2019-11-01T06:28:39,2019-11-01T06:29:27+08:00,222,76
J63,2019-11-01T06:28:39,2019-11-01T06:29:27+08:00,153,0
J83M,2019-11-01T06:30:09,2019-11-01T06:29:27+08:00,121,0
J67,2019-11-01T06:28:49,2019-11-01T06:29:27+08:00,156,62
JM2,2019-11-01T06:28:46,2019-11-01T06:29:27+08:00,300,0
J70,2019-11-01T07:30:11,2019-11-01T07:29:27+08:00,147,76
J85M,2019-11-01T07:29:57,2019-11-01T07:29:27+08:00,269,80
J72,2019-11-01T07:28:48,2019-11-01T07:29:27+08:00,255,103
J69,2019-11-01T07:28:51,2019-11-01T07:29:27+08:00,222,82
JM31,2019-11-01T07:29:52,2019-11-01T07:29:27+08:00,188,0
J62M,2019-11-01T07:28:40,2019-11-01T07:29:27+08:00,222,85
J63,2019-11-01T07:28:40,2019-11-01T07:29:27+08:00,153,26
J83M,2019-11-01T07:30:11,2019-11-01T07:29:27+08:00,121,7
