carpark_number,update_datetime,timestamp,total_lots,lots_available
J70,2021-01-01T00:14:49,2021-01-01T00:29:27+08:00,147,16
J85M,2021-01-01T00:15:15,2021-01-01T00:29:27+08:00,269,101
J72,2021-01-01T00:15:02,2021-01-01T00:29:27+08:00,220,0
J69,2021-01-01T00:13:57,2021-01-01T00:29:27+08:00,222,0
JM31,2021-01-01T00:15:08,2021-01-01T00:29:27+08:00,188,133
J62M,2021-01-01T00:14:57,2021-01-01T00:29:27+08:00,200,148
J63,2021-01-01T00:15:14,2021-01-01T00:29:27+08:00,150,25
J83M,2021-01-01T00:15:00,2021-01-01T00:29:27+08:00,121,31
J67,2021-01-01T00:13:57,2021-01-01T00:29:27+08:00,156,0
JM2,2021-01-01T00:13:33,2021-01-01T00:29:27+08:00,300,0
J70,2021-01-01T01:14:51,2021-01-01T01:29:27+08:00,147,26
J85M,2021-01-01T01:15:16,2021-01-01T01:29:27+08:00,269,97
J72,2021-01-01T01:15:03,2021-01-01T01:29:27+08:00,220,0
J69,2021-01-01T01:14:58,2021-01-01T01:29:27+08:00,222,24
JM31,2021-01-01T01:15:10,2021-01-01T01:29:27+08:00,188,128
J62M,2021-01-01T01:14:59,2021-01-01T01:29:27+08:00,200,144
J63,2021-01-01T01:15:15,2021-01-01T01:29:27+08:00,150,12
J83M,2021-01-01T01:15:02,2021-01-01T01:29:27+08:00,121,9
J67,2021-01-01T01:14:58,2021-01-01T01:29:27+08:00,156,43
JM2,2021-01-01T01:14:33,2021-01-01T01:29:27+08:00,300,0
J70,2021-01-01T02:17:23,2021-01-01T02:29:27+08:00,147,15
J85M,2021-01-01T02:17:18,2021-01-01T02:29:27+08:00,269,95
J72,2021-01-01T02:17:05,2021-01-01T02:29:27+08:00,220,0
J69,2021-01-01T02:15:59,2021-01-01T02:29:27+08:00,222,24
JM31,2021-01-01T02:17:12,2021-01-01T02:29:27+08:00,188,125
J62M,2021-01-01T02:17:01,2021-01-01T02:29:27+08:00,200,138
J63,2021-01-01T02:17:17,2021-01-01T02:29:27+08:00,150,6
J83M,2021-01-01T02:17:03,2021-01-01T02:29:27+08:00,121,5
J67,2021-01-01T02:15:59,2021-01-01T02:29:27+08:00,156,54
JM2,2021-01-01T02:15:03,2021-01-01T02:29:27+08:00,300,0
J70,2021-01-01T03:17:01,2021-01-01T03:29:27+08:00,147,12
J85M,2021-01-01T03:17:03,2021-01-01T03:29:27+08:00,269,96
J72,2021-01-01T03:17:02,2021-01-01T03:29:27+08:00,220,0
J69,2021-01-01T03:17:38,2021-01-01T03:29:27+08:00,222,24
JM31,2021-01-01T03:17:20,2021-01-01T03:29:27+08:00,188,125
J62M,2021-01-01T03:17:05,2021-01-01T03:29:27+08:00,200,136
J63,2021-01-01T03:17:03,2021-01-01T03:29:27+08:00,150,0
J83M,2021-01-01T03:17:13,2021-01-01T03:29:27+08:00,121,2
J67,2021-01-01T03:17:37,2021-01-01T03:29:27+08:00,156,44
JM2,2021-01-01T03:17:03,2021-01-01T03:29:27+08:00,300,188
J70,2021-01-01T04:19:03,2021-01-01T04:29:26+08:00,147,14
J85M,2021-01-01T04:19:05,2021-01-01T04:29:26+08:00,269,91
J72,2021-01-01T04:19:04,2021-01-01T04:29:26+08:00,220,0
J69,2021-01-01T04:18:39,2021-01-01T04:29:26+08:00,222,22
JM31,2021-01-01T04:19:22,2021-01-01T04:29:26+08:00,188,123
J62M,2021-01-01T04:19:07,2021-01-01T04:29:26+08:00,200,135
J63,2021-01-01T04:19:05,2021-01-01T04:29:26+08:00,150,0
J83M,2021-01-01T04:19:15,2021-01-01T04:29:26+08:00,121,3
J67,2021-01-01T04:18:38,2021-01-01T04:29:26+08:00,156,41
JM2,2021-01-01T04:17:46,2021-01-01T04:29:26+08:00,300,192
J70,2021-01-01T05:19:05,2021-01-01T05:29:27+08:00,147,17
J85M,2021-01-01T05:19:06,2021-01-01T05:29:27+08:00,269,92
J72,2021-01-01T05:19:05,2021-01-01T05:29:27+08:00,220,0
J69,2021-01-01T05:19:40,2021-01-01T05:29:27+08:00,222,19
JM31,2021-01-01T05:19:24,2021-01-01T05:29:27+08:00,188,121
J62M,2021-01-01T05:19:09,2021-01-01T05:29:27+08:00,200,136
J63,2021-01-01T05:19:07,2021-01-01T05:29:27+08:00,150,0
J83M,2021-01-01T05:19:17,2021-01-01T05:29:27+08:00,121,2
J67,2021-01-01T05:19:39,2021-01-01T05:29:27+08:00,156,39
JM2,2021-01-01T05:18:46,2021-01-01T05:29:27+08:00,300,189
J70,2021-01-01T06:21:37,2021-01-01T06:29:27+08:00,147,19
J85M,2021-01-01T06:21:08,2021-01-01T06:29:27+08:00,269,91
J72,2021-01-01T06:21:37,2021-01-01T06:29:27+08:00,220,0
J69,2021-01-01T06:20:41,2021-01-01T06:29:27+08:00,222,22
JM31,2021-01-01T06:21:26,2021-01-01T06:29:27+08:00,188,120
J62M,2021-01-01T06:21:11,2021-01-01T06:29:27+08:00,200,137
J63,2021-01-01T06:21:09,2021-01-01T06:29:27+08:00,150,0
J83M,2021-01-01T06:21:18,2021-01-01T06:29:27+08:00,121,1
J67,2021-01-01T06:20:40,2021-01-01T06:29:27+08:00,156,34
JM2,2021-01-01T06:19:47,2021-01-01T06:29:27+08:00,300,186
J70,2021-01-01T07:21:38,2021-01-01T07:29:27+08:00,147,25
J85M,2021-01-01T07:21:40,2021-01-01T07:29:27+08:00,269,98
J72,2021-01-01T07:21:39,2021-01-01T07:29:27+08:00,220,4
J69,2021-01-01T07:20:41,2021-01-01T07:29:27+08:00,222,29
JM31,2021-01-01T07:21:27,2021-01-01T07:29:27+08:00,188,122
J62M,2021-01-01T07:21:12,2021-01-01T07:29:27+08:00,200,135
J63,2021-01-01T07:21:41,2021-01-01T07:29:27+08:00,150,0
J83M,2021-01-01T07:21:20,2021-01-01T07:29:27+08:00,121,3
J67,2021-01-01T07:20:41,2021-01-01T07:29:27+08:00,156,19
JM2,2021-01-01T07:20:17,2021-01-01T07:29:27+08:00,300,174
J70,2021-01-01T08:23:40,2021-01-01T08:29:27+08:00,147,29
J85M,2021-01-01T08:23:42,2021-01-01T08:29:27+08:00,269,107
J72,2021-01-01T08:23:41,2021-01-01T08:29:27+08:00,220,5
J69,2021-01-01T08:21:42,2021-01-01T08:29:27+08:00,222,46
JM31,2021-01-01T08:23:29,2021-01-01T08:29:27+08:00,188,122
J62M,2021-01-01T08:23:44,2021-01-01T08:29:27+08:00,200,139
J63,2021-01-01T08:23:42,2021-01-01T08:29:27+08:00,150,7
J83M,2021-01-01T08:23:22,2021-01-01T08:29:27+08:00,121,15
J67,2021-01-01T08:21:42,2021-01-01T08:29:27+08:00,156,18
JM2,2021-01-01T08:21:17,2021-01-01T08:29:27+08:00,300,162
J70,2021-01-01T09:23:42,2021-01-01T09:29:27+08:00,147,21
J85M,2021-01-01T09:23:43,2021-01-01T09:29:27+08:00,269,112
J72,2021-01-01T09:23:42,2021-01-01T09:29:27+08:00,220,9
J69,2021-01-01T09:22:43,2021-01-01T09:29:27+08:00,222,42
JM31,2021-01-01T09:23:31,2021-01-01T09:29:27+08:00,188,106
J62M,2021-01-01T09:23:46,2021-01-01T09:29:27+08:00,200,141
J63,2021-01-01T09:23:44,2021-01-01T09:29:27+08:00,150,9
J83M,2021-01-01T09:23:24,2021-01-01T09:29:27+08:00,121,13
J67,2021-01-01T09:22:42,2021-01-01T09:29:27+08:00,156,0
JM2,2021-01-01T09:22:19,2021-01-01T09:29:27+08:00,300,135
J70,2021-01-01T10:23:44,2021-01-01T10:29:27+08:00,147,31
J85M,2021-01-01T10:23:45,2021-01-01T10:29:27+08:00,269,120
J72,2021-01-01T10:23:44,2021-01-01T10:29:27+08:00,220,14
J69,2021-01-01T10:23:44,2021-01-01T10:29:27+08:00,222,52
JM31,2021-01-01T10:23:33,2021-01-01T10:29:27+08:00,188,96
J62M,2021-01-01T10:23:48,2021-01-01T10:29:27+08:00,200,147
J63,2021-01-01T10:23:46,2021-01-01T10:29:27+08:00,150,18
J83M,2021-01-01T10:23:25,2021-01-01T10:29:27+08:00,121,24
J67,2021-01-01T10:23:43,2021-01-01T10:29:27+08:00,156,0
JM2,2021-01-01T10:22:50,2021-01-01T10:29:27+08:00,300,102
J70,2021-01-01T11:25:46,2021-01-01T11:29:27+08:00,147,28
J85M,2021-01-01T11:25:47,2021-01-01T11:29:27+08:00,269,130
J72,2021-01-01T11:25:46,2021-01-01T11:29:27+08:00,220,28
J69,2021-01-01T11:24:45,2021-01-01T11:29:27+08:00,222,51
JM31,2021-01-01T11:25:34,2021-01-01T11:29:27+08:00,188,102
J62M,2021-01-01T11:25:50,2021-01-01T11:29:27+08:00,200,145
J63,2021-01-01T11:25:48,2021-01-01T11:29:27+08:00,150,22
J83M,2021-01-01T11:25:27,2021-01-01T11:29:27+08:00,121,27
J67,2021-01-01T11:24:44,2021-01-01T11:29:27+08:00,156,0
JM2,2021-01-01T11:23:51,2021-01-01T11:29:27+08:00,300,73
J70,2021-01-01T12:25:47,2021-01-01T12:29:27+08:00,147,38
J85M,2021-01-01T12:25:49,2021-01-01T12:29:27+08:00,269,139
J72,2021-01-01T12:25:48,2021-01-01T12:29:27+08:00,220,33
J69,2021-01-01T12:25:46,2021-01-01T12:29:27+08:00,222,55
JM31,2021-01-01T12:25:36,2021-01-01T12:29:27+08:00,188,81
J62M,2021-01-01T12:25:51,2021-01-01T12:29:27+08:00,200,149
J63,2021-01-01T12:25:49,2021-01-01T12:29:27+08:00,150,29
J83M,2021-01-01T12:25:59,2021-01-01T12:29:27+08:00,121,39
J67,2021-01-01T12:25:45,2021-01-01T12:29:27+08:00,156,0
JM2,2021-01-01T12:24:52,2021-01-01T12:29:27+08:00,300,44
J70,2021-01-01T13:27:49,2021-01-01T13:29:27+08:00,147,33
J85M,2021-01-01T13:27:50,2021-01-01T13:29:27+08:00,269,142
J72,2021-01-01T13:27:50,2021-01-01T13:29:27+08:00,220,49
J69,2021-01-01T13:25:47,2021-01-01T13:29:27+08:00,222,58
JM31,2021-01-01T13:27:38,2021-01-01T13:29:27+08:00,188,81
J62M,2021-01-01T13:27:53,2021-01-01T13:29:27+08:00,200,150
J63,2021-01-01T13:27:51,2021-01-01T13:29:27+08:00,150,15
J83M,2021-01-01T13:28:01,2021-01-01T13:29:27+08:00,121,38
J67,2021-01-01T13:25:46,2021-01-01T13:29:27+08:00,156,0
JM2,2021-01-01T13:25:23,2021-01-01T13:29:27+08:00,300,19
J70,2021-01-01T14:27:51,2021-01-01T14:29:27+08:00,147,38
J85M,2021-01-01T14:27:52,2021-01-01T14:29:27+08:00,269,140
J72,2021-01-01T14:27:51,2021-01-01T14:29:27+08:00,220,36
J69,2021-01-01T14:26:48,2021-01-01T14:29:27+08:00,222,54
JM31,2021-01-01T14:27:40,2021-01-01T14:29:27+08:00,188,93
J62M,2021-01-01T14:27:55,2021-01-01T14:29:27+08:00,200,150
J63,2021-01-01T14:27:53,2021-01-01T14:29:27+08:00,150,19
J83M,2021-01-01T14:28:02,2021-01-01T14:29:27+08:00,121,48
J67,2021-01-01T14:26:47,2021-01-01T14:29:27+08:00,156,0
JM2,2021-01-01T14:26:23,2021-01-01T14:29:27+08:00,300,0
J70,2021-01-01T15:27:53,2021-01-01T15:29:27+08:00,147,12
J85M,2021-01-01T15:27:54,2021-01-01T15:29:27+08:00,269,132
J72,2021-01-01T15:27:53,2021-01-01T15:29:27+08:00,220,43
J69,2021-01-01T15:28:49,2021-01-01T15:29:27+08:00,222,61
JM31,2021-01-01T15:28:11,2021-01-01T15:29:27+08:00,188,99
J62M,2021-01-01T15:27:57,2021-01-01T15:29:27+08:00,200,147
J63,2021-01-01T15:27:55,2021-01-01T15:29:27+08:00,150,28
J83M,2021-01-01T15:28:04,2021-01-01T15:29:27+08:00,121,34
J67,2021-01-01T15:28:48,2021-01-01T15:29:27+08:00,156,0
JM2,2021-01-01T15:28:24,2021-01-01T15:29:27+08:00,300,124
J70,2021-01-01T15:59:53,2021-01-01T16:29:27+08:00,147,1
J85M,2021-01-01T15:59:55,2021-01-01T16:29:27+08:00,269,129
J72,2021-01-01T15:59:54,2021-01-01T16:29:27+08:00,220,37
J69,2021-01-01T15:58:49,2021-01-01T16:29:27+08:00,222,62
JM31,2021-01-01T16:00:12,2021-01-01T16:29:27+08:00,188,93
J62M,2021-01-01T15:59:58,2021-01-01T16:29:27+08:00,200,143
J63,2021-01-01T15:59:56,2021-01-01T16:29:27+08:00,150,19
J83M,2021-01-01T16:00:05,2021-01-01T16:29:27+08:00,121,36
J67,2021-01-01T15:59:48,2021-01-01T16:29:27+08:00,156,0
JM2,2021-01-01T15:58:24,2021-01-01T16:29:27+08:00,300,103
J70,2021-01-01T16:59:55,2021-01-01T17:29:27+08:00,147,19
J85M,2021-01-01T16:59:57,2021-01-01T17:29:27+08:00,269,132
J72,2021-01-01T16:59:56,2021-01-01T17:29:27+08:00,220,30
J69,2021-01-01T16:59:50,2021-01-01T17:29:27+08:00,222,47
JM31,2021-01-01T17:00:14,2021-01-01T17:29:27+08:00,188,97
J62M,2021-01-01T16:59:59,2021-01-01T17:29:27+08:00,200,152
J63,2021-01-01T16:59:57,2021-01-01T17:29:27+08:00,150,22
J83M,2021-01-01T17:00:07,2021-01-01T17:29:27+08:00,121,32
J67,2021-01-01T16:59:49,2021-01-01T17:29:27+08:00,156,0
JM2,2021-01-01T16:59:26,2021-01-01T17:29:27+08:00,300,77
J70,2021-01-01T18:01:57,2021-01-01T18:29:27+08:00,147,15
J85M,2021-01-01T18:01:58,2021-01-01T18:29:27+08:00,269,131
J72,2021-01-01T18:01:57,2021-01-01T18:29:27+08:00,220,35
J69,2021-01-01T18:00:51,2021-01-01T18:29:27+08:00,222,59
JM31,2021-01-01T18:02:16,2021-01-01T18:29:27+08:00,188,100
J62M,2021-01-01T18:02:01,2021-01-01T18:29:27+08:00,200,151
J63,2021-01-01T18:01:59,2021-01-01T18:29:27+08:00,150,29
J83M,2021-01-01T18:02:09,2021-01-01T18:29:27+08:00,121,33
J67,2021-01-01T18:00:51,2021-01-01T18:29:27+08:00,156,0
JM2,2021-01-01T18:00:26,2021-01-01T18:29:27+08:00,300,41
J70,2021-01-01T19:01:59,2021-01-01T19:29:27+08:00,147,27
J85M,2021-01-01T19:02:00,2021-01-01T19:29:27+08:00,269,137
J72,2021-01-01T19:01:59,2021-01-01T19:29:27+08:00,220,25
J69,2021-01-01T19:01:52,2021-01-01T19:29:27+08:00,222,45
JM31,2021-01-01T19:02:18,2021-01-01T19:29:27+08:00,188,129
J62M,2021-01-01T19:02:03,2021-01-01T19:29:27+08:00,200,151
J63,2021-01-01T19:02:01,2021-01-01T19:29:27+08:00,150,39
J83M,2021-01-01T19:02:10,2021-01-01T19:29:27+08:00,121,25
