carpark_number,update_datetime,timestamp,total_lots,lots_available
J70,2018-05-01T00:28:19,2018-05-01T00:29:28+08:00,151,8
J85M,2018-05-01T00:28:13,2018-05-01T00:29:28+08:00,217,111
J72,2018-05-01T00:28:40,2018-05-01T00:29:28+08:00,255,56
J69,2018-05-01T00:28:26,2018-05-01T00:29:28+08:00,222,222
JM31,2018-05-01T00:28:13,2018-05-01T00:29:28+08:00,180,39
J62M,2018-05-01T00:28:44,2018-05-01T00:29:28+08:00,222,138
J63,2018-05-01T00:28:43,2018-05-01T00:29:28+08:00,153,12
J83M,2018-05-01T00:28:17,2018-05-01T00:29:28+08:00,163,87
J67,2018-05-01T00:28:03,2018-05-01T00:29:28+08:00,156,65
JM2,2018-05-01T00:28:24,2018-05-01T00:29:28+08:00,300,0
J70,2018-05-01T01:28:19,2018-05-01T01:29:29+08:00,151,2
J85M,2018-05-01T01:28:14,2018-05-01T01:29:29+08:00,217,109
J72,2018-05-01T01:28:12,2018-05-01T01:29:29+08:00,255,52
J69,2018-05-01T01:28:28,2018-05-01T01:29:29+08:00,222,222
JM31,2018-05-01T01:28:12,2018-05-01T01:29:29+08:00,180,35
J62M,2018-05-01T01:27:44,2018-05-01T01:29:29+08:00,222,137
J63,2018-05-01T01:27:44,2018-05-01T01:29:29+08:00,153,10
J83M,2018-05-01T01:28:18,2018-05-01T01:29:29+08:00,163,82
J67,2018-05-01T01:28:03,2018-05-01T01:29:29+08:00,156,61
JM2,2018-05-01T01:28:25,2018-05-01T01:29:29+08:00,300,0
J70,2018-05-01T02:28:19,2018-05-01T02:29:28+08:00,151,0
J85M,2018-05-01T02:28:14,2018-05-01T02:29:28+08:00,217,105
J72,2018-05-01T02:28:15,2018-05-01T02:29:28+08:00,255,50
J69,2018-05-01T02:28:05,2018-05-01T02:29:28+08:00,222,68
JM31,2018-05-01T02:28:14,2018-05-01T02:29:28+08:00,180,37
J62M,2018-05-01T02:27:46,2018-05-01T02:29:28+08:00,222,136
J63,2018-05-01T02:27:45,2018-05-01T02:29:28+08:00,153,4
J83M,2018-05-01T02:26:50,2018-05-01T02:29:28+08:00,163,82
J67,2018-05-01T02:28:04,2018-05-01T02:29:28+08:00,156,62
JM2,2018-05-01T02:28:56,2018-05-01T02:29:28+08:00,300,0
J70,2018-05-01T03:28:07,2018-05-01T03:29:27+08:00,151,0
J85M,2018-05-01T03:28:01,2018-05-01T03:29:27+08:00,217,102
J72,2018-05-01T03:29:03,2018-05-01T03:29:27+08:00,255,41
J69,2018-05-01T03:29:01,2018-05-01T03:29:27+08:00,222,222
JM31,2018-05-01T03:28:04,2018-05-01T03:29:27+08:00,180,36
J62M,2018-05-01T03:28:32,2018-05-01T03:29:27+08:00,222,134
J63,2018-05-01T03:28:31,2018-05-01T03:29:27+08:00,153,3
J83M,2018-05-01T03:26:35,2018-05-01T03:29:27+08:00,163,77
J67,2018-05-01T03:28:44,2018-05-01T03:29:27+08:00,156,64
JM2,2018-05-01T03:28:57,2018-05-01T03:29:27+08:00,300,0
J70,2018-05-01T04:28:08,2018-05-01T04:29:27+08:00,151,0
J85M,2018-05-01T04:28:02,2018-05-01T04:29:27+08:00,217,216
J72,2018-05-01T04:28:34,2018-05-01T04:29:27+08:00,255,33
J69,2018-05-01T04:29:03,2018-05-01T04:29:27+08:00,222,222
JM31,2018-05-01T04:28:05,2018-05-01T04:29:27+08:00,180,33
J62M,2018-05-01T04:28:33,2018-05-01T04:29:27+08:00,222,135
J63,2018-05-01T04:28:32,2018-05-01T04:29:27+08:00,153,0
