carpark_number,update_datetime,timestamp,total_lots,lots_available
J70,2021-11-01T00:06:44,2021-11-01T00:29:27+08:00,147,0
J85M,2021-11-01T00:07:09,2021-11-01T00:29:27+08:00,269,93
J72,2021-11-01T00:06:55,2021-11-01T00:29:27+08:00,220,0
J69,2021-11-01T00:06:43,2021-11-01T00:29:27+08:00,222,24
JM31,2021-11-01T00:06:42,2021-11-01T00:29:27+08:00,188,116
J62M,2021-11-01T00:06:50,2021-11-01T00:29:27+08:00,200,134
J63,2021-11-01T00:06:48,2021-11-01T00:29:27+08:00,150,0
J83M,2021-11-01T00:07:10,2021-11-01T00:29:27+08:00,121,0
J67,2021-11-01T00:06:43,2021-11-01T00:29:27+08:00,156,33
JM2,2021-11-01T00:06:38,2021-11-01T00:29:27+08:00,300,138
J70,2021-11-01T01:07:15,2021-11-01T01:29:27+08:00,147,0
J85M,2021-11-01T01:07:11,2021-11-01T01:29:27+08:00,269,86
J72,2021-11-01T01:06:57,2021-11-01T01:29:27+08:00,220,0
J69,2021-11-01T01:07:44,2021-11-01T01:29:27+08:00,222,17
JM31,2021-11-01T01:07:14,2021-11-01T01:29:27+08:00,188,116
J62M,2021-11-01T01:06:52,2021-11-01T01:29:27+08:00,200,133
J63,2021-11-01T01:06:50,2021-11-01T01:29:27+08:00,150,0
J83M,2021-11-01T01:07:12,2021-11-01T01:29:27+08:00,121,0
J67,2021-11-01T01:07:44,2021-11-01T01:29:27+08:00,156,20
JM2,2021-11-01T01:07:09,2021-11-01T01:29:27+08:00,300,141
J70,2021-11-01T02:09:17,2021-11-01T02:29:27+08:00,147,0
J85M,2021-11-01T02:09:13,2021-11-01T02:29:27+08:00,269,84
J72,2021-11-01T02:08:58,2021-11-01T02:29:27+08:00,220,0
J69,2021-11-01T02:08:45,2021-11-01T02:29:27+08:00,222,23
JM31,2021-11-01T02:09:16,2021-11-01T02:29:27+08:00,188,113
J62M,2021-11-01T02:08:54,2021-11-01T02:29:27+08:00,200,131
J63,2021-11-01T02:08:52,2021-11-01T02:29:27+08:00,150,0
J83M,2021-11-01T02:09:14,2021-11-01T02:29:27+08:00,121,0
J67,2021-11-01T02:08:45,2021-11-01T02:29:27+08:00,156,43
JM2,2021-11-01T02:08:09,2021-11-01T02:29:27+08:00,300,141
J70,2021-11-01T03:09:19,2021-11-01T03:29:27+08:00,147,0
J85M,2021-11-01T03:09:03,2021-11-01T03:29:27+08:00,269,81
J72,2021-11-01T03:08:58,2021-11-01T03:29:27+08:00,220,1
J69,2021-11-01T03:09:28,2021-11-01T03:29:27+08:00,222,22
JM31,2021-11-01T03:09:15,2021-11-01T03:29:27+08:00,188,115
J62M,2021-11-01T03:08:59,2021-11-01T03:29:27+08:00,200,132
J63,2021-11-01T03:09:02,2021-11-01T03:29:27+08:00,150,0
J83M,2021-11-01T03:09:02,2021-11-01T03:29:27+08:00,121,0
J67,2021-11-01T03:09:28,2021-11-01T03:29:27+08:00,156,42
JM2,2021-11-01T03:09:09,2021-11-01T03:29:27+08:00,300,189
J70,2021-11-01T04:09:21,2021-11-01T04:29:27+08:00,147,0
J85M,2021-11-01T04:09:05,2021-11-01T04:29:27+08:00,269,82
J72,2021-11-01T04:09:00,2021-11-01T04:29:27+08:00,220,1
J69,2021-11-01T04:09:29,2021-11-01T04:29:27+08:00,222,23
JM31,2021-11-01T04:09:16,2021-11-01T04:29:27+08:00,188,115
J62M,2021-11-01T04:09:01,2021-11-01T04:29:27+08:00,200,132
J63,2021-11-01T04:09:04,2021-11-01T04:29:27+08:00,150,2
J83M,2021-11-01T04:09:03,2021-11-01T04:29:27+08:00,121,0
J67,2021-11-01T04:09:29,2021-11-01T04:29:27+08:00,156,41
JM2,2021-11-01T04:09:41,2021-11-01T04:29:27+08:00,300,188
J70,2021-11-01T05:11:22,2021-11-01T05:29:27+08:00,147,3
J85M,2021-11-01T05:11:07,2021-11-01T05:29:27+08:00,269,86
J72,2021-11-01T05:11:32,2021-11-01T05:29:27+08:00,220,4
J69,2021-11-01T05:10:30,2021-11-01T05:29:27+08:00,222,27
JM31,2021-11-01T05:11:18,2021-11-01T05:29:27+08:00,188,115
J62M,2021-11-01T05:11:33,2021-11-01T05:29:27+08:00,200,131
J63,2021-11-01T05:11:06,2021-11-01T05:29:27+08:00,150,6
J83M,2021-11-01T05:11:05,2021-11-01T05:29:27+08:00,121,0
J67,2021-11-01T05:10:29,2021-11-01T05:29:27+08:00,156,46
JM2,2021-11-01T05:10:41,2021-11-01T05:29:27+08:00,300,189
J70,2021-11-01T06:11:24,2021-11-01T06:29:27+08:00,147,10
J85M,2021-11-01T06:11:09,2021-11-01T06:29:27+08:00,269,91
J72,2021-11-01T06:11:34,2021-11-01T06:29:27+08:00,220,22
J69,2021-11-01T06:11:30,2021-11-01T06:29:27+08:00,222,32
JM31,2021-11-01T06:11:20,2021-11-01T06:29:27+08:00,188,112
J62M,2021-11-01T06:11:34,2021-11-01T06:29:27+08:00,200,132
J63,2021-11-01T06:11:08,2021-11-01T06:29:27+08:00,150,12
J83M,2021-11-01T06:11:37,2021-11-01T06:29:27+08:00,121,0
J67,2021-11-01T06:11:30,2021-11-01T06:29:27+08:00,156,40
JM2,2021-11-01T06:11:41,2021-11-01T06:29:27+08:00,300,176
J70,2021-11-01T07:13:26,2021-11-01T07:29:27+08:00,147,43
J85M,2021-11-01T07:13:40,2021-11-01T07:29:27+08:00,269,130
J72,2021-11-01T07:13:36,2021-11-01T07:29:27+08:00,220,53
J69,2021-11-01T07:12:31,2021-11-01T07:29:27+08:00,222,85
JM31,2021-11-01T07:13:22,2021-11-01T07:29:27+08:00,188,124
J62M,2021-11-01T07:13:36,2021-11-01T07:29:27+08:00,200,141
J63,2021-11-01T07:13:40,2021-11-01T07:29:27+08:00,150,37
J83M,2021-11-01T07:13:39,2021-11-01T07:29:27+08:00,121,14
J67,2021-11-01T07:12:31,2021-11-01T07:29:27+08:00,156,51
JM2,2021-11-01T07:12:11,2021-11-01T07:29:27+08:00,300,88
J70,2021-11-01T08:13:28,2021-11-01T08:29:27+08:00,147,69
J85M,2021-11-01T08:13:42,2021-11-01T08:29:27+08:00,269,149
J72,2021-11-01T08:13:37,2021-11-01T08:29:27+08:00,220,94
J69,2021-11-01T08:14:33,2021-11-01T08:29:27+08:00,222,110
JM31,2021-11-01T08:13:24,2021-11-01T08:29:27+08:00,188,118
J62M,2021-11-01T08:13:38,2021-11-01T08:29:27+08:00,200,148
J63,2021-11-01T08:13:41,2021-11-01T08:29:27+08:00,150,59
J83M,2021-11-01T08:13:40,2021-11-01T08:29:27+08:00,121,49
J67,2021-11-01T08:14:32,2021-11-01T08:29:27+08:00,156,60
JM2,2021-11-01T08:14:11,2021-11-01T08:29:27+08:00,300,26
J70,2021-11-01T09:13:29,2021-11-01T09:29:27+08:00,147,66
J85M,2021-11-01T09:13:44,2021-11-01T09:29:27+08:00,269,158
