carpark_number,update_datetime,timestamp,total_lots,lots_available
J70,2018-09-01T00:26:53,2018-09-01T00:29:28+08:00,151,28
J85M,2018-09-01T00:26:39,2018-09-01T00:29:28+08:00,217,108
J72,2018-09-01T00:27:09,2018-09-01T00:29:28+08:00,255,37
J69,2018-09-01T00:27:03,2018-09-01T00:29:28+08:00,222,222
JM31,2018-09-01T00:26:39,2018-09-01T00:29:28+08:00,180,79
J62M,2018-09-01T00:26:42,2018-09-01T00:29:28+08:00,222,148
J63,2018-09-01T00:26:42,2018-09-01T00:29:28+08:00,153,29
J83M,2018-09-01T00:26:51,2018-09-01T00:29:28+08:00,163,87
J67,2018-09-01T00:27:01,2018-09-01T00:29:28+08:00,156,50
JM2,2018-09-01T00:28:30,2018-09-01T00:29:28+08:00,300,0
J70,2018-09-01T01:26:53,2018-09-01T01:29:27+08:00,151,16
J85M,2018-09-01T01:28:10,2018-09-01T01:29:27+08:00,217,108
J72,2018-09-01T01:28:11,2018-09-01T01:29:27+08:00,255,33
J69,2018-09-01T01:28:05,2018-09-01T01:29:27+08:00,222,222
JM31,2018-09-01T01:28:09,2018-09-01T01:29:27+08:00,180,76
J62M,2018-09-01T01:27:43,2018-09-01T01:29:27+08:00,222,147
J63,2018-09-01T01:27:42,2018-09-01T01:29:27+08:00,153,27
J83M,2018-09-01T01:26:51,2018-09-01T01:29:27+08:00,163,83
J67,2018-09-01T01:28:02,2018-09-01T01:29:27+08:00,156,45
JM2,2018-09-01T01:28:01,2018-09-01T01:29:27+08:00,300,0
J70,2018-09-01T02:28:24,2018-09-01T02:29:27+08:00,151,12
J85M,2018-09-01T02:28:10,2018-09-01T02:29:27+08:00,217,102
J72,2018-09-01T02:28:43,2018-09-01T02:29:27+08:00,255,29
J69,2018-09-01T02:29:07,2018-09-01T02:29:27+08:00,222,222
JM31,2018-09-01T02:28:09,2018-09-01T02:29:27+08:00,180,76
J62M,2018-09-01T02:28:44,2018-09-01T02:29:27+08:00,222,146
J63,2018-09-01T02:28:43,2018-09-01T02:29:27+08:00,153,26
J83M,2018-09-01T02:28:22,2018-09-01T02:29:27+08:00,163,80
J67,2018-09-01T02:29:03,2018-09-01T02:29:27+08:00,156,63
JM2,2018-09-01T02:29:02,2018-09-01T02:29:27+08:00,300,0
J70,2018-09-01T03:26:38,2018-09-01T03:29:27+08:00,151,8
J85M,2018-09-01T03:26:30,2018-09-01T03:29:27+08:00,217,98
J72,2018-09-01T03:27:29,2018-09-01T03:29:27+08:00,255,29
J69,2018-09-01T03:27:42,2018-09-01T03:29:27+08:00,222,77
JM31,2018-09-01T03:26:29,2018-09-01T03:29:27+08:00,180,75
J62M,2018-09-01T03:27:25,2018-09-01T03:29:27+08:00,222,145
J63,2018-09-01T03:27:24,2018-09-01T03:29:27+08:00,153,22
J83M,2018-09-01T03:26:38,2018-09-01T03:29:27+08:00,163,81
J67,2018-09-01T03:27:41,2018-09-01T03:29:27+08:00,156,61
JM2,2018-09-01T03:29:03,2018-09-01T03:29:27+08:00,300,0
J70,2018-09-01T04:28:09,2018-09-01T04:29:28+08:00,151,7
J85M,2018-09-01T04:28:00,2018-09-01T04:29:28+08:00,217,217
J72,2018-09-01T04:28:31,2018-09-01T04:29:28+08:00,255,29
J69,2018-09-01T04:28:43,2018-09-01T04:29:28+08:00,222,79
JM31,2018-09-01T04:27:59,2018-09-01T04:29:28+08:00,180,71
J62M,2018-09-01T04:28:26,2018-09-01T04:29:28+08:00,222,143
J63,2018-09-01T04:28:25,2018-09-01T04:29:28+08:00,153,18
J83M,2018-09-01T04:28:08,2018-09-01T04:29:28+08:00,163,163
J67,2018-09-01T04:28:42,2018-09-01T04:29:28+08:00,156,63
JM2,2018-09-01T04:28:34,2018-09-01T04:29:28+08:00,300,0
J70,2018-09-01T05:26:40,2018-09-01T05:29:28+08:00,151,11
J85M,2018-09-01T05:26:31,2018-09-01T05:29:28+08:00,217,216
J72,2018-09-01T05:27:33,2018-09-01T05:29:28+08:00,255,35
J69,2018-09-01T05:27:12,2018-09-01T05:29:28+08:00,222,222
JM31,2018-09-01T05:26:30,2018-09-01T05:29:28+08:00,180,70
J62M,2018-09-01T05:27:26,2018-09-01T05:29:28+08:00,222,144
J63,2018-09-01T05:27:26,2018-09-01T05:29:28+08:00,153,19
J83M,2018-09-01T05:26:38,2018-09-01T05:29:28+08:00,163,162
J67,2018-09-01T05:26:43,2018-09-01T05:29:28+08:00,156,62
JM2,2018-09-01T05:28:26,2018-09-01T05:29:28+08:00,300,0
J70,2018-09-01T06:28:10,2018-09-01T06:29:29+08:00,151,17
J85M,2018-09-01T06:28:01,2018-09-01T06:29:29+08:00,217,217
J72,2018-09-01T06:28:05,2018-09-01T06:29:29+08:00,255,50
J69,2018-09-01T06:28:14,2018-09-01T06:29:29+08:00,222,222
JM31,2018-09-01T06:28:00,2018-09-01T06:29:29+08:00,180,72
J62M,2018-09-01T06:27:27,2018-09-01T06:29:29+08:00,222,144
J63,2018-09-01T06:28:27,2018-09-01T06:29:29+08:00,153,26
J83M,2018-09-01T06:28:09,2018-09-01T06:29:29+08:00,163,163
J67,2018-09-01T06:27:44,2018-09-01T06:29:29+08:00,156,51
JM2,2018-09-01T06:28:27,2018-09-01T06:29:29+08:00,300,0
J70,2018-09-01T07:28:11,2018-09-01T07:29:28+08:00,151,32
J85M,2018-09-01T07:28:02,2018-09-01T07:29:28+08:00,217,217
J72,2018-09-01T07:29:07,2018-09-01T07:29:28+08:00,255,78
J69,2018-09-01T07:29:15,2018-09-01T07:29:28+08:00,222,222
JM31,2018-09-01T07:28:01,2018-09-01T07:29:28+08:00,180,76
J62M,2018-09-01T07:28:28,2018-09-01T07:29:28+08:00,222,149
J63,2018-09-01T07:28:27,2018-09-01T07:29:28+08:00,153,41
J83M,2018-09-01T07:28:09,2018-09-01T07:29:28+08:00,163,163
J67,2018-09-01T07:28:45,2018-09-01T07:29:28+08:00,156,58
JM2,2018-09-01T07:27:58,2018-09-01T07:29:28+08:00,300,0
J70,2018-09-01T08:26:41,2018-09-01T08:29:27+08:00,151,59
J85M,2018-09-01T08:28:02,2018-09-01T08:29:27+08:00,217,217
J72,2018-09-01T08:27:38,2018-09-01T08:29:27+08:00,255,117
J69,2018-09-01T08:27:47,2018-09-01T08:29:27+08:00,222,222
JM31,2018-09-01T08:28:01,2018-09-01T08:29:27+08:00,180,74
J62M,2018-09-01T08:27:29,2018-09-01T08:29:27+08:00,222,155
J63,2018-09-01T08:27:28,2018-09-01T08:29:27+08:00,153,69
J83M,2018-09-01T08:26:40,2018-09-01T08:29:27+08:00,163,163
J67,2018-09-01T08:27:46,2018-09-01T08:29:27+08:00,156,58
JM2,2018-09-01T08:28:59,2018-09-01T08:29:27+08:00,300,0
J70,2018-09-01T09:28:12,2018-09-01T09:29:27+08:00,151,70
J85M,2018-09-01T09:28:03,2018-09-01T09:29:27+08:00,217,216
J72,2018-09-01T09:28:40,2018-09-01T09:29:27+08:00,255,134
J69,2018-09-01T09:28:49,2018-09-01T09:29:27+08:00,222,222
JM31,2018-09-01T09:28:01,2018-09-01T09:29:27+08:00,180,57
J62M,2018-09-01T09:28:30,2018-09-01T09:29:27+08:00,222,159
J63,2018-09-01T09:28:29,2018-09-01T09:29:27+08:00,153,82
J83M,2018-09-01T09:28:10,2018-09-01T09:29:27+08:00,163,163
J67,2018-09-01T09:28:46,2018-09-01T09:29:27+08:00,156,53
JM2,2018-09-01T09:29:03,2018-09-01T09:29:27+08:00,300,0
J70,2018-09-01T10:26:42,2018-09-01T10:29:28+08:00,151,67
J85M,2018-09-01T10:26:33,2018-09-01T10:29:28+08:00,217,217
J72,2018-09-01T10:27:42,2018-09-01T10:29:28+08:00,255,155
J69,2018-09-01T10:27:21,2018-09-01T10:29:28+08:00,222,222
JM31,2018-09-01T10:26:32,2018-09-01T10:29:28+08:00,180,69
J62M,2018-09-01T10:27:30,2018-09-01T10:29:28+08:00,222,161
J63,2018-09-01T10:27:30,2018-09-01T10:29:28+08:00,153,89
J83M,2018-09-01T10:26:41,2018-09-01T10:29:28+08:00,163,163
J67,2018-09-01T10:26:47,2018-09-01T10:29:28+08:00,156,42
JM2,2018-09-01T10:28:31,2018-09-01T10:29:28+08:00,300,0
J70,2018-09-01T11:28:13,2018-09-01T11:29:28+08:00,151,83
J85M,2018-09-01T11:28:04,2018-09-01T11:29:28+08:00,217,213
J72,2018-09-01T11:28:14,2018-09-01T11:29:28+08:00,255,157
J69,2018-09-01T11:28:22,2018-09-01T11:29:28+08:00,222,222
JM31,2018-09-01T11:28:02,2018-09-01T11:29:28+08:00,180,75
J62M,2018-09-01T11:28:31,2018-09-01T11:29:28+08:00,222,163
J63,2018-09-01T11:28:31,2018-09-01T11:29:28+08:00,153,87
J83M,2018-09-01T11:28:11,2018-09-01T11:29:28+08:00,163,163
J67,2018-09-01T11:27:48,2018-09-01T11:29:28+08:00,156,43
JM2,2018-09-01T11:28:32,2018-09-01T11:29:28+08:00,300,0
J70,2018-09-01T12:26:44,2018-09-01T12:29:27+08:00,151,74
J85M,2018-09-01T12:26:34,2018-09-01T12:29:27+08:00,217,217
J72,2018-09-01T12:27:15,2018-09-01T12:29:27+08:00,255,155
J69,2018-09-01T12:27:24,2018-09-01T12:29:27+08:00,222,222
JM31,2018-09-01T12:26:33,2018-09-01T12:29:27+08:00,180,62
J62M,2018-09-01T12:26:32,2018-09-01T12:29:27+08:00,222,170
J63,2018-09-01T12:26:31,2018-09-01T12:29:27+08:00,153,85
J83M,2018-09-01T12:26:42,2018-09-01T12:29:27+08:00,163,156
J67,2018-09-01T12:26:49,2018-09-01T12:29:27+08:00,156,44
JM2,2018-09-01T12:28:33,2018-09-01T12:29:27+08:00,300,0
J70,2018-09-01T13:28:14,2018-09-01T13:29:28+08:00,151,66
J85M,2018-09-01T13:28:05,2018-09-01T13:29:28+08:00,217,213
J72,2018-09-01T13:27:47,2018-09-01T13:29:28+08:00,255,153
J69,2018-09-01T13:27:56,2018-09-01T13:29:28+08:00,222,222
JM31,2018-09-01T13:28:03,2018-09-01T13:29:28+08:00,180,52
J62M,2018-09-01T13:27:33,2018-09-01T13:29:28+08:00,222,167
J63,2018-09-01T13:27:32,2018-09-01T13:29:28+08:00,153,85
J83M,2018-09-01T13:28:12,2018-09-01T13:29:28+08:00,163,154
J67,2018-09-01T13:27:50,2018-09-01T13:29:28+08:00,156,43
JM2,2018-09-01T13:28:04,2018-09-01T13:29:28+08:00,300,0
J70,2018-09-01T14:28:15,2018-09-01T14:29:27+08:00,151,65
J85M,2018-09-01T14:28:05,2018-09-01T14:29:27+08:00,217,213
J72,2018-09-01T14:28:49,2018-09-01T14:29:27+08:00,255,142
J69,2018-09-01T14:28:58,2018-09-01T14:29:27+08:00,222,222
JM31,2018-09-01T14:28:04,2018-09-01T14:29:27+08:00,180,68
J62M,2018-09-01T14:28:34,2018-09-01T14:29:27+08:00,222,168
J63,2018-09-01T14:28:33,2018-09-01T14:29:27+08:00,153,84
J83M,2018-09-01T14:28:13,2018-09-01T14:29:27+08:00,163,153
J67,2018-09-01T14:28:51,2018-09-01T14:29:27+08:00,156,59
JM2,2018-09-01T14:29:04,2018-09-01T14:29:27+08:00,300,0
J70,2018-09-01T15:26:45,2018-09-01T15:29:28+08:00,151,55
J85M,2018-09-01T15:26:36,2018-09-01T15:29:28+08:00,217,205
J72,2018-09-01T15:27:51,2018-09-01T15:29:28+08:00,255,144
J69,2018-09-01T15:27:52,2018-09-01T15:29:28+08:00,222,166
JM31,2018-09-01T15:26:34,2018-09-01T15:29:28+08:00,180,71
J62M,2018-09-01T15:27:34,2018-09-01T15:29:28+08:00,222,167
J63,2018-09-01T15:27:34,2018-09-01T15:29:28+08:00,153,87
J83M,2018-09-01T15:26:43,2018-09-01T15:29:28+08:00,163,150
J67,2018-09-01T15:27:52,2018-09-01T15:29:28+08:00,156,45
JM2,2018-09-01T15:29:05,2018-09-01T15:29:28+08:00,300,0
J70,2018-09-01T16:28:16,2018-09-01T16:29:28+08:00,151,33
J85M,2018-09-01T16:28:06,2018-09-01T16:29:28+08:00,217,212
J72,2018-09-01T16:28:23,2018-09-01T16:29:28+08:00,255,132
J69,2018-09-01T16:28:31,2018-09-01T16:29:28+08:00,222,222
JM31,2018-09-01T16:28:04,2018-09-01T16:29:28+08:00,180,74
J62M,2018-09-01T16:28:35,2018-09-01T16:29:28+08:00,222,165
J63,2018-09-01T16:28:35,2018-09-01T16:29:28+08:00,153,81
J83M,2018-09-01T16:28:14,2018-09-01T16:29:28+08:00,163,148
J67,2018-09-01T16:27:53,2018-09-01T16:29:28+08:00,156,53
JM2,2018-09-01T16:28:37,2018-09-01T16:29:28+08:00,300,0
J70,2018-09-01T17:26:46,2018-09-01T17:29:27+08:00,151,31
J85M,2018-09-01T17:26:37,2018-09-01T17:29:27+08:00,217,200
J72,2018-09-01T17:27:24,2018-09-01T17:29:27+08:00,255,124
J69,2018-09-01T17:27:33,2018-09-01T17:29:27+08:00,222,222
JM31,2018-09-01T17:26:35,2018-09-01T17:29:27+08:00,180,65
J62M,2018-09-01T17:26:36,2018-09-01T17:29:27+08:00,222,167
J63,2018-09-01T17:26:35,2018-09-01T17:29:27+08:00,153,81
J83M,2018-09-01T17:26:44,2018-09-01T17:29:27+08:00,163,151
J67,2018-09-01T17:26:53,2018-09-01T17:29:27+08:00,156,42
JM2,2018-09-01T17:28:38,2018-09-01T17:29:27+08:00,300,0
J70,2018-09-01T18:28:17,2018-09-01T18:29:29+08:00,151,32
J85M,2018-09-01T18:28:07,2018-09-01T18:29:29+08:00,217,206
J72,2018-09-01T18:27:56,2018-09-01T18:29:29+08:00,255,128
J69,2018-09-01T18:28:05,2018-09-01T18:29:29+08:00,222,222
JM31,2018-09-01T18:28:05,2018-09-01T18:29:29+08:00,180,77
J62M,2018-09-01T18:27:37,2018-09-01T18:29:29+08:00,222,169
J63,2018-09-01T18:27:36,2018-09-01T18:29:29+08:00,153,77
J83M,2018-09-01T18:28:15,2018-09-01T18:29:29+08:00,163,149
J67,2018-09-01T18:27:54,2018-09-01T18:29:29+08:00,156,41
JM2,2018-09-01T18:28:09,2018-09-01T18:29:29+08:00,300,0
J70,2018-09-01T19:28:18,2018-09-01T19:29:27+08:00,151,32
J85M,2018-09-01T19:28:08,2018-09-01T19:29:27+08:00,217,195
J72,2018-09-01T19:28:58,2018-09-01T19:29:27+08:00,255,100
J69,2018-09-01T19:29:06,2018-09-01T19:29:27+08:00,222,222
JM31,2018-09-01T19:28:06,2018-09-01T19:29:27+08:00,180,74
J62M,2018-09-01T19:28:38,2018-09-01T19:29:27+08:00,222,166
J63,2018-09-01T19:28:37,2018-09-01T19:29:27+08:00,153,71
J83M,2018-09-01T19:28:15,2018-09-01T19:29:27+08:00,163,146
J67,2018-09-01T19:28:55,2018-09-01T19:29:27+08:00,156,25
JM2,2018-09-01T19:28:10,2018-09-01T19:29:27+08:00,300,0
J70,2018-09-01T20:26:48,2018-09-01T20:29:27+08:00,151,29
J85M,2018-09-01T20:26:38,2018-09-01T20:29:27+08:00,217,199
J72,2018-09-01T20:28:00,2018-09-01T20:29:27+08:00,255,100
J69,2018-09-01T20:27:57,2018-09-01T20:29:27+08:00,222,153
JM31,2018-09-01T20:26:36,2018-09-01T20:29:27+08:00,180,67
J62M,2018-09-01T20:27:38,2018-09-01T20:29:27+08:00,222,166
J63,2018-09-01T20:27:38,2018-09-01T20:29:27+08:00,153,66
J83M,2018-09-01T20:26:45,2018-09-01T20:29:27+08:00,163,138
J67,2018-09-01T20:27:56,2018-09-01T20:29:27+08:00,156,36
JM2,2018-09-01T20:29:11,2018-09-01T20:29:27+08:00,300,0
J70,2018-09-01T21:28:19,2018-09-01T21:29:27+08:00,151,36
J85M,2018-09-01T21:28:09,2018-09-01T21:29:27+08:00,217,182
J72,2018-09-01T21:28:31,2018-09-01T21:29:27+08:00,255,83
