carpark_number,update_datetime,timestamp,total_lots,lots_available
J70,2020-09-01T00:29:12,2020-09-01T00:29:27+08:00,147,0
J85M,2020-09-01T00:29:08,2020-09-01T00:29:27+08:00,269,91
J72,2020-09-01T00:28:54,2020-09-01T00:29:27+08:00,220,0
J69,2020-09-01T00:28:40,2020-09-01T00:29:27+08:00,222,15
JM31,2020-09-01T00:29:04,2020-09-01T00:29:27+08:00,188,94
J62M,2020-09-01T00:29:02,2020-09-01T00:29:27+08:00,200,131
J63,2020-09-01T00:29:07,2020-09-01T00:29:27+08:00,150,0
J83M,2020-09-01T00:29:00,2020-09-01T00:29:27+08:00,121,6
J67,2020-09-01T00:28:39,2020-09-01T00:29:27+08:00,156,64
JM2,2020-09-01T00:28:56,2020-09-01T00:29:27+08:00,300,0
J70,2020-09-01T01:29:13,2020-09-01T01:29:27+08:00,147,14
J85M,2020-09-01T01:29:09,2020-09-01T01:29:27+08:00,269,91
J72,2020-09-01T01:28:56,2020-09-01T01:29:27+08:00,220,0
J69,2020-09-01T01:29:41,2020-09-01T01:29:27+08:00,222,12
JM31,2020-09-01T01:29:06,2020-09-01T01:29:27+08:00,188,95
J62M,2020-09-01T01:29:04,2020-09-01T01:29:27+08:00,200,129
J63,2020-09-01T01:29:09,2020-09-01T01:29:27+08:00,150,0
J83M,2020-09-01T01:29:01,2020-09-01T01:29:27+08:00,121,6
J67,2020-09-01T01:29:40,2020-09-01T01:29:27+08:00,156,65
JM2,2020-09-01T01:28:27,2020-09-01T01:29:27+08:00,300,0
J70,2020-09-01T02:29:15,2020-09-01T02:29:27+08:00,147,14
J85M,2020-09-01T02:29:11,2020-09-01T02:29:27+08:00,269,90
J72,2020-09-01T02:28:57,2020-09-01T02:29:27+08:00,220,0
J69,2020-09-01T02:29:42,2020-09-01T02:29:27+08:00,222,16
JM31,2020-09-01T02:29:08,2020-09-01T02:29:27+08:00,188,96
J62M,2020-09-01T02:29:06,2020-09-01T02:29:27+08:00,200,129
J63,2020-09-01T02:29:10,2020-09-01T02:29:27+08:00,150,0
J83M,2020-09-01T02:29:03,2020-09-01T02:29:27+08:00,121,5
J67,2020-09-01T02:29:41,2020-09-01T02:29:27+08:00,156,77
JM2,2020-09-01T02:28:27,2020-09-01T02:29:27+08:00,300,0
J70,2020-09-01T03:29:19,2020-09-01T03:29:27+08:00,147,15
J85M,2020-09-01T03:29:23,2020-09-01T03:29:27+08:00,269,90
J72,2020-09-01T03:29:03,2020-09-01T03:29:27+08:00,220,0
J69,2020-09-01T03:29:21,2020-09-01T03:29:27+08:00,222,14
JM31,2020-09-01T03:29:23,2020-09-01T03:29:27+08:00,188,95
J62M,2020-09-01T03:29:27,2020-09-01T03:29:27+08:00,200,128
J63,2020-09-01T03:29:24,2020-09-01T03:29:27+08:00,150,0
J83M,2020-09-01T03:29:17,2020-09-01T03:29:27+08:00,121,4
J67,2020-09-01T03:29:20,2020-09-01T03:29:27+08:00,156,70
JM2,2020-09-01T03:28:00,2020-09-01T03:29:27+08:00,300,178
J70,2020-09-01T04:29:21,2020-09-01T04:29:27+08:00,147,17
J85M,2020-09-01T04:29:25,2020-09-01T04:29:27+08:00,269,90
J72,2020-09-01T04:29:04,2020-09-01T04:29:27+08:00,220,0
